"trip_id","stop_sequence","stop_id","arrival_time","departure_time"
140,3,63,"13:8:18","6:22:48"
140,4,45,"20:43:45","23:7:36"
140,5,8,"21:6:36","21:49:54"
141,1,100,"11:26:33","13:28:30"
141,2,92,"18:59:22","20:13:43"
141,3,13,"12:44:17","20:52:10"
141,4,76,"21:10:6","16:5:19"
141,5,23,"15:9:58","5:4:3"
142,1,31,"22:8:47","9:27:35"
142,2,1,"23:32:54","17:40:53"
142,3,50,"9:14:14","20:27:13"
142,4,92,"19:1:28","8:57:52"
142,5,53,"23:9:2","10:15:44"
143,1,86,"19:22:47","19:23:52"
143,2,10,"15:9:36","11:38:2"
143,3,60,"18:28:21","12:8:58"
143,4,56,"13:40:58","14:47:4"
143,5,3,"11:29:55","15:31:23"
144,1,4,"21:28:22","11:26:47"
144,2,5,"6:18:54","9:17:37"
144,3,60,"8:52:43","14:13:50"
144,4,47,"9:15:52","5:40:43"
144,5,16,"6:21:49","19:24:56"
145,1,95,"5:4:56","9:10:51"
145,2,46,"8:33:7","10:27:12"
145,3,2,"19:49:32","6:43:47"
145,4,35,"19:12:28","5:17:5"
145,5,67,"16:25:9","5:19:14"
146,1,49,"21:5:22","17:33:59"
146,2,3,"23:19:29","13:22:15"
146,3,96,"9:44:29","13:27:7"
146,4,75,"6:55:12","20:42:31"
146,5,39,"23:4:10","9:57:20"
147,1,42,"17:19:1","9:22:33"
147,2,27,"13:30:17","8:31:38"
147,3,49,"17:16:8","14:15:59"
147,4,22,"17:54:50","19:36:50"
147,5,75,"6:13:18","17:21:56"
148,1,92,"14:6:24","11:44:17"
148,2,97,"5:21:17","5:19:6"
148,3,32,"5:12:43","13:1:58"
148,4,18,"10:34:33","15:10:24"
148,5,58,"9:8:8","6:17:42"
149,1,80,"6:2:35","20:2:2"
149,2,100,"14:51:41","11:13:54"
149,3,1,"20:35:30","6:23:52"
149,4,11,"22:17:33","13:25:27"
149,5,28,"13:9:59","10:0:5"
150,1,10,"9:15:1","20:16:12"
150,2,79,"14:19:0","19:35:33"
150,3,4,"6:17:1","9:18:41"
150,4,82,"10:4:21","23:9:29"
150,5,66,"14:25:27","9:9:37"
151,1,78,"15:45:58","9:8:22"
151,2,2,"22:31:25","17:58:40"
151,3,42,"16:40:4","23:49:40"
151,4,35,"23:28:37","18:18:26"
151,5,77,"12:24:34","8:26:50"
152,1,92,"7:58:15","17:55:47"
152,2,52,"20:50:39","23:15:8"
152,3,6,"19:43:18","8:45:15"
152,4,59,"19:7:3","21:7:53"
152,5,58,"6:2:39","8:13:4"
153,1,21,"11:12:16","23:9:14"
153,2,38,"7:44:16","16:16:20"
153,3,1,"12:22:17","6:39:13"
153,4,64,"16:13:20","18:57:9"
153,5,12,"12:28:43","9:47:35"
154,1,53,"11:14:4","7:48:7"
154,2,39,"17:9:40","17:3:3"
154,3,87,"18:47:21","13:11:13"
154,4,76,"8:9:22","6:42:46"
154,5,35,"10:18:14","18:38:20"
155,1,28,"6:50:54","23:52:59"
155,2,55,"21:11:33","7:32:27"
155,3,98,"10:38:58","20:41:38"
155,4,84,"15:51:21","10:54:24"
155,5,27,"15:35:47","12:41:45"
156,1,98,"10:49:5","10:39:49"
156,2,97,"23:26:43","15:44:51"
156,3,39,"17:11:13","22:5:32"
156,4,68,"20:6:55","9:36:42"
156,5,96,"13:3:32","5:57:16"
157,1,20,"20:34:9","9:21:9"
157,2,93,"18:32:33","10:17:12"
157,3,14,"12:59:38","8:39:55"
157,4,48,"14:5:33","5:51:54"
157,5,76,"22:8:30","8:48:13"
158,1,11,"18:20:41","16:38:53"
158,2,88,"22:55:56","9:15:17"
158,3,69,"9:0:2","22:40:32"
158,4,27,"15:26:59","23:31:37"
158,5,23,"12:30:37","8:8:30"
159,1,70,"21:52:16","6:21:53"
159,2,67,"21:39:36","18:24:51"
159,3,17,"7:38:34","21:48:14"
159,4,57,"23:50:55","16:5:17"
159,5,10,"5:34:27","6:24:26"
160,1,9,"13:22:8","5:40:56"
160,2,77,"21:9:1","14:53:20"
160,3,46,"12:12:31","16:34:33"
160,4,51,"8:4:42","15:30:48"
160,5,5,"20:58:45","20:1:22"
161,1,7,"11:32:52","6:59:43"
161,2,22,"19:41:46","22:52:2"
161,3,25,"23:4:16","16:50:45"
161,4,31,"21:30:53","8:36:49"
161,5,51,"16:29:24","15:48:43"
162,1,79,"10:15:7","21:31:0"
162,2,75,"23:35:2","20:39:30"
162,3,32,"19:7:47","7:21:0"
162,4,19,"21:27:42","22:4:47"
162,5,89,"19:35:2","15:11:36"
163,1,53,"19:40:52","17:14:9"
163,2,100,"12:44:45","12:35:57"
163,3,30,"7:18:44","9:58:14"
163,4,41,"14:59:1","21:21:26"
163,5,7,"15:54:4","23:33:38"
164,1,67,"18:52:15","11:15:37"
164,2,62,"21:43:22","19:7:34"
164,3,69,"16:19:47","17:39:6"
164,4,22,"5:30:7","18:35:24"
164,5,63,"8:50:53","12:8:8"
165,1,15,"11:12:59","12:56:56"
165,2,96,"18:53:7","22:53:51"
165,3,87,"5:39:31","15:16:58"
165,4,32,"8:35:37","20:19:10"
165,5,61,"17:7:54","20:6:18"
166,1,40,"8:58:41","10:40:34"
166,2,39,"12:41:53","21:33:14"
166,3,19,"20:36:46","17:5:50"
166,4,8,"17:0:56","15:59:6"
166,5,38,"21:56:24","7:54:42"
167,1,91,"11:56:11","9:53:24"
167,2,47,"12:19:52","15:34:20"
167,3,75,"12:18:2","8:46:27"
167,4,83,"14:55:10","10:57:57"
167,5,63,"11:58:8","5:26:8"
168,1,34,"22:43:23","12:30:33"
168,2,31,"7:21:29","9:55:56"
168,3,37,"13:36:33","11:52:43"
168,4,39,"8:1:50","12:9:7"
168,5,18,"12:28:0","12:43:55"
169,1,35,"7:39:50","20:5:39"
169,2,99,"10:51:34","22:10:2"
169,3,30,"15:11:9","18:29:41"
169,4,99,"11:36:26","13:44:24"
169,5,59,"17:14:7","21:17:36"
170,1,57,"12:36:4","22:7:19"
170,2,91,"5:14:41","12:12:37"
170,3,92,"11:30:5","23:8:46"
170,4,43,"8:10:45","23:6:15"
170,5,51,"13:39:0","8:56:44"
171,1,28,"12:3:30","8:56:49"
171,2,81,"11:20:24","23:24:39"
171,3,34,"11:7:17","21:39:11"
171,4,57,"20:25:30","22:21:19"
171,5,24,"5:13:2","10:40:53"
172,1,53,"8:15:46","18:13:10"
172,2,95,"14:33:44","11:19:48"
172,3,75,"20:38:50","9:2:23"
172,4,77,"12:41:58","23:2:28"
172,5,20,"8:41:34","10:44:40"
173,1,85,"17:6:49","5:42:36"
173,2,98,"9:2:3","5:19:4"
173,3,9,"15:12:19","10:27:6"
173,4,9,"10:18:19","19:18:17"
173,5,93,"15:48:41","13:37:38"
174,1,85,"7:4:45","20:39:30"
174,2,77,"20:24:38","13:57:14"
174,3,46,"19:53:56","16:42:13"
174,4,9,"17:48:16","10:50:57"
174,5,43,"19:42:57","21:50:6"
175,1,33,"9:21:10","20:36:8"
175,2,4,"5:22:24","20:27:19"
175,3,2,"21:23:16","21:47:24"
175,4,80,"11:19:33","22:9:46"
175,5,26,"20:0:29","8:24:48"
176,1,37,"5:3:38","17:8:52"
176,2,29,"14:55:4","18:1:30"
176,3,13,"21:34:33","8:38:22"
176,4,81,"8:2:18","9:41:58"
176,5,1,"12:57:25","22:16:9"
177,1,70,"22:11:44","7:30:23"
177,2,98,"23:3:10","11:13:26"
177,3,83,"5:48:46","16:21:53"
177,4,73,"19:24:31","23:39:56"
177,5,27,"8:34:40","21:41:56"
178,1,77,"15:25:43","18:13:46"
178,2,14,"9:1:51","22:20:40"
178,3,93,"20:16:3","21:56:58"
178,4,78,"19:51:30","18:6:44"
178,5,91,"6:55:57","20:35:20"
179,1,58,"11:52:17","14:8:35"
179,2,78,"14:17:49","5:9:34"
179,3,45,"16:42:4","10:17:52"
179,4,56,"19:15:55","23:19:42"
179,5,72,"20:13:3","22:18:47"
180,1,86,"7:18:43","19:19:6"
180,2,2,"13:31:22","7:4:23"
180,3,66,"15:16:33","8:26:24"
180,4,80,"8:9:24","22:16:16"
180,5,85,"9:0:6","20:38:4"
181,1,63,"9:8:55","11:35:0"
181,2,73,"13:12:16","12:59:13"
181,3,64,"13:46:40","11:40:29"
181,4,55,"8:43:46","23:1:46"
181,5,91,"5:57:8","22:42:41"
182,1,41,"5:22:49","11:4:35"
182,2,78,"14:57:32","20:0:12"
182,3,83,"18:10:12","10:10:46"
182,4,8,"20:49:0","5:35:30"
182,5,35,"23:17:27","8:24:48"
183,1,44,"13:35:44","9:43:51"
183,2,65,"6:10:42","19:2:17"
183,3,27,"23:46:55","9:59:53"
183,4,29,"8:8:14","21:54:16"
183,5,39,"18:17:0","11:28:20"
184,1,31,"14:40:27","10:47:13"
184,2,32,"20:38:32","9:37:30"
184,3,94,"23:34:14","22:48:14"
184,4,11,"9:1:14","10:19:15"
184,5,77,"6:55:28","13:47:7"
185,1,84,"11:57:58","17:30:21"
185,2,21,"23:55:57","14:27:23"
185,3,3,"10:19:40","10:42:5"
185,4,79,"7:20:44","12:43:39"
185,5,83,"21:36:51","18:7:58"
186,1,61,"10:41:53","18:24:12"
186,2,54,"10:47:48","22:8:53"
186,3,19,"16:32:38","12:37:38"
186,4,5,"14:58:51","5:42:2"
186,5,15,"11:58:44","12:5:35"
187,1,49,"17:50:56","15:23:27"
187,2,52,"15:43:10","22:18:54"
187,3,47,"9:17:3","22:54:43"
187,4,97,"17:3:33","13:11:53"
187,5,16,"16:1:18","10:55:10"
188,1,5,"7:39:45","23:31:30"
188,2,49,"12:9:39","14:56:20"
188,3,8,"20:26:40","13:41:54"
188,4,23,"20:36:2","7:25:2"
188,5,1,"17:35:0","6:34:13"
189,1,18,"22:16:22","13:17:8"
189,2,90,"9:1:42","11:45:53"
189,3,41,"23:28:6","18:40:30"
189,4,52,"20:33:15","16:43:47"
189,5,72,"8:6:17","22:46:41"
190,1,37,"12:40:22","8:29:52"
190,2,18,"20:58:21","22:38:16"
190,3,31,"11:57:11","14:34:20"
190,4,65,"19:56:41","8:31:49"
190,5,94,"16:3:41","12:40:38"
191,1,89,"13:38:54","9:29:34"
191,2,40,"18:10:39","5:43:51"
191,3,97,"8:53:10","10:2:5"
191,4,45,"19:37:49","18:39:38"
191,5,61,"9:0:8","8:55:17"
192,1,13,"7:56:48","9:44:22"
192,2,70,"12:21:31","22:36:19"
192,3,77,"18:9:49","6:18:54"
192,4,30,"5:29:44","17:30:24"
192,5,25,"17:31:25","6:56:10"
193,1,52,"17:58:11","15:10:55"
193,2,36,"21:11:35","8:36:24"
193,3,82,"22:30:30","7:23:30"
193,4,83,"12:42:22","11:36:18"
193,5,34,"10:35:57","8:0:43"
194,1,21,"10:25:56","15:0:30"
194,2,63,"10:34:16","15:37:59"
194,3,87,"7:44:44","22:32:11"
194,4,43,"7:8:1","18:38:53"
194,5,46,"11:9:44","13:9:50"
195,1,13,"23:57:25","12:24:34"
195,2,60,"19:15:35","8:9:49"
195,3,23,"12:11:23","17:15:55"
195,4,98,"9:44:41","12:22:16"
195,5,86,"12:57:11","5:49:36"
196,1,17,"23:56:25","13:1:56"
196,2,97,"5:40:0","16:53:1"
196,3,48,"14:33:53","20:5:55"
196,4,52,"10:29:49","11:9:24"
196,5,30,"7:48:51","23:35:18"
197,1,47,"22:34:24","21:22:31"
197,2,38,"20:21:26","21:6:40"
197,3,81,"7:51:32","5:32:37"
197,4,7,"7:36:30","13:16:25"
197,5,13,"19:7:50","9:36:15"
198,1,72,"20:56:12","14:49:21"
198,2,44,"13:6:12","16:30:9"
198,3,83,"23:11:49","10:48:4"
198,4,74,"15:42:19","12:9:31"
198,5,76,"16:5:12","13:14:4"
199,1,75,"12:26:33","23:57:49"
199,2,77,"6:9:16","19:34:43"
199,3,13,"17:33:8","5:9:21"
199,4,36,"10:42:34","15:6:54"
199,5,15,"17:51:28","21:9:45"
200,1,19,"23:17:41","18:45:50"
200,2,6,"17:5:19","7:53:48"
200,3,97,"5:43:39","15:34:11"
200,4,24,"12:40:56","14:26:2"
200,5,6,"14:9:24","22:49:16"
201,1,24,"22:10:13","5:14:36"
201,2,5,"20:27:56","23:43:45"
201,3,41,"16:55:14","13:8:40"
201,4,41,"8:43:40","18:3:50"
201,5,27,"11:4:56","16:59:12"
202,1,81,"10:17:27","21:51:43"
202,2,13,"12:35:39","9:58:6"
202,3,26,"20:59:25","15:19:7"
202,4,23,"8:44:46","15:5:50"
202,5,90,"23:29:56","20:55:26"
203,1,3,"11:59:46","11:9:12"
203,2,48,"22:28:17","20:38:29"
203,3,4,"11:38:34","6:58:27"
203,4,83,"6:26:2","11:32:5"
203,5,6,"20:38:50","22:47:40"
204,1,81,"6:29:25","6:43:46"
204,2,70,"20:38:27","15:25:35"
204,3,10,"23:0:31","9:37:52"
204,4,45,"23:49:37","7:23:25"
204,5,21,"17:49:53","17:14:2"
205,1,1,"8:23:19","19:44:48"
205,2,52,"7:10:20","22:46:48"
205,3,49,"21:40:5","13:7:30"
205,4,76,"14:9:31","7:35:51"
205,5,34,"9:33:22","7:35:6"
206,1,67,"11:8:8","16:1:28"
206,2,46,"13:48:32","13:54:25"
206,3,60,"12:57:50","21:48:52"
206,4,51,"17:13:24","6:42:21"
206,5,98,"19:45:34","22:29:1"
207,1,19,"9:19:59","19:8:28"
207,2,5,"10:3:16","21:29:50"
207,3,41,"20:16:59","10:8:21"
207,4,40,"14:16:21","14:26:20"
207,5,32,"12:38:23","11:40:23"
208,1,19,"10:33:58","5:54:56"
208,2,10,"14:6:32","15:19:56"
208,3,22,"7:20:37","8:28:13"
208,4,87,"5:4:42","6:1:6"
208,5,12,"9:33:39","9:4:57"
209,1,43,"20:20:7","11:27:58"
209,2,6,"8:27:32","6:30:5"
209,3,81,"17:50:56","14:19:35"
209,4,22,"21:32:48","22:57:35"
209,5,57,"23:2:50","19:15:42"
210,1,66,"22:53:6","13:57:36"
210,2,12,"19:51:57","10:33:32"
210,3,13,"7:25:47","5:0:56"
210,4,58,"16:34:24","18:5:5"
210,5,68,"23:38:27","5:36:41"
211,1,21,"23:38:45","10:30:0"
211,2,46,"15:45:26","22:19:17"
211,3,29,"12:23:48","9:33:14"
211,4,67,"9:35:16","11:53:21"
211,5,26,"9:7:56","17:13:22"
212,1,89,"20:25:23","18:58:0"
212,2,39,"18:7:59","21:22:34"
212,3,70,"8:49:3","10:37:43"
212,4,96,"6:5:58","16:35:47"
212,5,72,"7:27:14","17:17:59"
213,1,51,"15:45:34","7:0:48"
213,2,75,"13:16:47","18:12:15"
213,3,79,"8:59:18","20:57:10"
213,4,19,"16:53:33","6:33:50"
213,5,33,"9:1:29","15:16:41"
214,1,74,"18:35:26","22:34:6"
214,2,66,"22:40:25","16:40:31"
214,3,61,"19:31:47","17:57:41"
214,4,74,"9:56:58","7:59:1"
214,5,66,"18:54:30","8:6:59"
215,1,5,"23:31:45","12:39:20"
215,2,17,"15:21:26","13:0:24"
215,3,77,"14:16:10","14:55:38"
215,4,69,"15:50:13","11:3:28"
215,5,42,"10:23:10","23:58:22"
216,1,57,"20:28:33","11:34:17"
216,2,88,"19:53:12","13:25:50"
216,3,46,"5:22:30","10:52:11"
216,4,51,"14:1:38","7:52:6"
216,5,34,"10:21:49","10:15:49"
217,1,1,"6:12:36","20:19:8"
217,2,87,"19:35:22","18:29:13"
217,3,5,"19:5:36","10:32:11"
217,4,85,"15:40:36","23:27:56"
217,5,88,"9:54:18","12:4:11"
218,1,17,"23:54:30","15:57:15"
218,2,67,"17:35:30","6:45:23"
218,3,27,"6:45:59","14:31:17"
218,4,11,"23:35:22","19:4:6"
218,5,35,"16:36:36","15:47:40"
219,1,99,"16:43:5","9:30:49"
219,2,27,"22:15:48","15:55:28"
219,3,90,"21:27:24","15:58:26"
219,4,100,"7:30:11","18:41:19"
219,5,71,"7:49:48","23:12:23"
220,1,15,"12:10:44","23:2:0"
220,2,59,"20:54:53","6:33:47"
220,3,81,"18:46:24","22:38:12"
220,4,20,"9:23:32","12:24:34"
220,5,17,"21:48:4","17:5:44"
221,1,19,"23:21:35","21:24:2"
221,2,47,"14:3:20","11:51:55"
221,3,75,"22:1:42","17:28:44"
221,4,53,"16:34:15","6:3:56"
221,5,100,"16:37:16","22:16:39"
222,1,18,"10:58:37","5:23:53"
222,2,60,"18:30:5","13:35:15"
222,3,9,"20:19:25","21:40:48"
222,4,67,"6:27:6","16:31:44"
222,5,45,"17:2:17","10:14:0"
223,1,31,"18:38:27","6:5:28"
223,2,25,"13:36:23","10:15:13"
223,3,97,"22:30:41","19:23:38"
223,4,92,"18:20:24","7:40:41"
223,5,73,"9:37:6","15:31:49"
224,1,81,"18:32:29","15:33:15"
224,2,15,"14:26:44","17:17:55"
224,3,23,"16:47:31","21:47:41"
224,4,91,"12:31:39","14:38:8"
224,5,68,"23:52:10","21:41:21"
225,1,23,"14:38:53","18:12:58"
225,2,62,"16:27:33","19:32:28"
225,3,18,"18:44:24","15:7:11"
225,4,23,"6:58:13","19:59:44"
225,5,86,"21:26:17","16:34:32"
226,1,42,"5:40:49","17:2:58"
226,2,59,"13:45:53","19:38:47"
226,3,11,"10:11:50","8:20:29"
226,4,25,"9:41:27","15:44:22"
226,5,68,"14:15:53","16:13:44"
227,1,53,"21:2:6","10:0:57"
227,2,55,"5:5:53","18:8:36"
227,3,63,"10:35:5","22:22:19"
227,4,30,"11:5:37","12:26:33"
227,5,18,"20:7:5","6:59:14"
228,1,11,"7:19:55","11:26:6"
228,2,78,"5:9:42","22:40:59"
228,3,100,"21:39:21","8:36:35"
228,4,78,"8:9:1","15:37:19"
228,5,79,"7:6:54","23:17:17"
229,1,13,"20:21:57","23:15:38"
229,2,90,"23:14:40","8:53:51"
229,3,78,"16:46:21","17:25:1"
229,4,44,"10:3:6","18:13:0"
229,5,22,"6:34:17","9:24:22"
230,1,13,"19:44:32","6:18:25"
230,2,61,"14:38:57","21:5:46"
230,3,23,"11:40:15","10:27:36"
230,4,36,"12:41:30","19:15:58"
230,5,76,"22:1:59","16:54:48"
231,1,77,"5:4:22","14:39:47"
231,2,37,"12:37:1","19:30:33"
231,3,69,"7:47:15","5:16:1"
231,4,17,"10:26:35","7:52:54"
231,5,8,"11:57:27","14:0:30"
232,1,60,"19:3:30","13:48:23"
232,2,3,"22:49:15","6:42:40"
232,3,11,"10:41:22","15:26:12"
232,4,15,"5:52:57","10:47:27"
232,5,30,"14:4:44","17:20:26"
233,1,87,"14:57:18","10:35:55"
233,2,41,"7:51:12","8:19:42"
233,3,47,"9:14:41","18:45:7"
233,4,45,"7:26:53","13:15:11"
233,5,75,"10:31:31","12:38:48"
234,1,84,"11:10:51","5:3:0"
234,2,93,"5:14:45","8:34:28"
234,3,8,"19:3:21","22:18:13"
234,4,85,"14:53:26","13:57:46"
234,5,21,"6:35:9","23:7:25"
235,1,61,"17:41:10","5:15:13"
235,2,27,"20:46:3","16:19:18"
235,3,39,"20:38:26","7:18:26"
235,4,72,"10:39:16","11:12:58"
235,5,8,"20:49:27","8:1:25"
236,1,10,"16:51:24","17:13:14"
236,2,16,"19:58:41","20:2:15"
236,3,96,"21:44:21","18:59:24"
236,4,77,"20:24:7","14:20:30"
236,5,26,"16:3:48","15:40:54"
237,1,59,"20:43:0","12:33:38"
237,2,29,"14:39:20","10:6:14"
237,3,69,"5:36:11","18:16:53"
237,4,81,"9:6:13","21:54:13"
237,5,25,"13:32:55","14:21:39"
238,1,30,"22:55:36","17:13:17"
238,2,35,"22:37:8","18:41:18"
238,3,74,"23:31:29","18:37:41"
238,4,67,"12:5:36","6:32:2"
238,5,55,"10:17:59","22:56:59"
239,1,61,"23:37:46","5:24:50"
239,2,31,"12:14:31","18:34:29"
239,3,49,"16:13:39","18:32:28"
239,4,19,"23:37:52","16:57:20"
239,5,55,"10:8:46","5:1:53"
240,1,80,"21:53:38","19:29:17"
240,2,82,"18:38:18","11:38:55"
240,3,100,"17:7:36","10:49:42"
240,4,97,"7:39:46","22:40:4"
240,5,91,"11:4:34","6:4:44"
241,1,9,"19:23:25","13:4:22"
241,2,58,"21:52:10","18:26:7"
241,3,50,"18:16:13","11:32:21"
241,4,31,"8:49:9","18:8:57"
241,5,10,"19:5:9","15:56:2"
242,1,45,"8:48:36","6:57:1"
242,2,58,"12:17:3","14:1:27"
242,3,57,"13:8:28","12:9:20"
242,4,97,"20:26:34","23:20:31"
242,5,73,"12:12:50","11:39:49"
243,1,3,"16:17:18","5:54:2"
243,2,67,"11:58:14","13:3:57"
243,3,7,"9:49:52","7:38:1"
243,4,5,"16:34:30","21:8:51"
243,5,15,"13:41:24","21:14:58"
244,1,53,"22:52:58","9:27:56"
244,2,46,"12:48:54","8:50:10"
244,3,21,"13:57:26","18:44:21"
244,4,87,"7:49:46","13:30:36"
244,5,15,"19:31:19","14:46:30"
245,1,94,"10:3:14","11:18:48"
245,2,52,"14:29:7","12:39:58"
245,3,16,"23:33:2","18:11:9"
245,4,30,"19:43:28","19:14:21"
245,5,53,"11:47:12","16:7:38"
246,1,40,"21:47:29","22:25:46"
246,2,99,"8:42:35","22:4:35"
246,3,54,"21:50:56","19:34:8"
246,4,75,"22:26:35","11:45:53"
246,5,40,"15:56:25","14:29:11"
247,1,9,"17:52:33","22:28:18"
247,2,92,"16:21:9","14:37:45"
247,3,77,"23:36:48","23:49:59"
247,4,20,"5:53:50","13:19:26"
247,5,60,"19:56:17","7:18:22"
248,1,96,"16:58:10","23:2:36"
248,2,67,"15:54:52","19:21:24"
248,3,23,"8:10:43","18:18:38"
248,4,21,"9:43:52","19:40:22"
248,5,3,"21:24:54","21:33:48"
249,1,58,"15:2:44","12:49:12"
249,2,55,"13:7:56","18:25:30"
249,3,60,"16:15:27","15:40:44"
249,4,66,"5:4:28","12:23:14"
249,5,65,"18:4:6","15:50:4"
250,1,79,"12:44:29","21:54:36"
250,2,29,"11:4:17","17:1:52"
250,3,58,"19:3:16","22:51:35"
250,4,47,"18:51:14","10:55:33"
250,5,23,"22:20:54","6:28:50"
251,1,55,"18:58:36","6:32:40"
251,2,69,"12:23:27","16:44:35"
251,3,77,"7:39:27","23:44:20"
251,4,8,"5:55:27","21:6:6"
251,5,89,"11:49:35","14:3:59"
252,1,96,"19:7:29","7:3:13"
252,2,50,"13:25:1","16:33:56"
252,3,67,"12:14:49","11:54:32"
252,4,76,"21:56:22","7:18:19"
252,5,13,"19:54:38","6:7:13"
253,1,2,"5:48:41","9:11:4"
253,2,30,"7:32:11","13:26:43"
253,3,93,"10:13:11","23:19:24"
253,4,50,"16:44:11","6:10:54"
253,5,25,"21:13:25","23:2:1"
254,1,38,"12:4:1","9:8:55"
254,2,24,"19:59:2","12:42:51"
254,3,88,"9:55:8","12:55:26"
254,4,11,"7:24:40","12:35:17"
254,5,48,"23:48:35","20:50:44"
255,1,35,"9:27:31","21:32:47"
255,2,56,"8:0:36","21:2:49"
255,3,66,"19:7:34","21:10:45"
255,4,32,"5:44:34","12:22:11"
255,5,89,"23:19:2","20:38:57"
256,1,36,"9:3:59","11:44:31"
256,2,9,"14:22:23","21:6:8"
256,3,49,"8:55:45","12:33:56"
256,4,42,"6:45:47","15:50:10"
256,5,42,"20:27:2","22:10:12"
257,1,26,"13:13:57","16:25:50"
257,2,2,"11:10:48","23:9:49"
257,3,68,"12:33:14","18:40:30"
257,4,49,"16:13:34","16:30:36"
257,5,28,"8:15:15","14:17:9"
258,1,23,"19:10:10","12:1:52"
258,2,65,"8:2:41","22:54:42"
258,3,7,"12:1:59","6:40:5"
258,4,74,"14:32:29","18:27:2"
258,5,60,"7:15:14","20:45:50"
259,1,70,"16:10:46","18:40:37"
259,2,40,"19:23:52","20:7:38"
259,3,17,"18:18:9","10:22:12"
259,4,56,"18:40:28","14:13:50"
259,5,19,"10:52:6","14:45:47"
260,1,54,"10:0:28","19:0:32"
260,2,79,"11:4:34","13:10:19"
260,3,76,"19:10:14","9:5:40"
260,4,94,"9:34:56","11:39:26"
260,5,23,"18:26:17","6:53:48"
261,1,27,"21:9:13","16:8:26"
261,2,22,"15:40:54","17:38:13"
261,3,39,"20:13:53","11:45:48"
261,4,9,"18:52:19","5:54:37"
261,5,80,"23:17:29","11:49:13"
262,1,50,"13:31:0","18:8:4"
262,2,13,"19:28:53","10:48:9"
262,3,83,"11:13:46","23:20:54"
262,4,76,"13:5:18","7:45:48"
262,5,18,"18:21:48","19:21:58"
263,1,19,"17:53:9","14:53:35"
263,2,65,"14:41:49","5:20:6"
263,3,49,"6:21:43","13:9:16"
263,4,25,"8:8:12","8:13:50"
263,5,20,"9:32:20","6:41:49"
264,1,3,"15:34:48","21:3:22"
264,2,68,"14:17:0","10:17:41"
264,3,5,"23:16:47","7:6:14"
264,4,58,"18:5:19","23:57:31"
264,5,34,"9:33:38","17:48:45"
265,1,92,"18:10:56","13:10:18"
265,2,34,"18:24:14","23:14:57"
265,3,58,"10:43:42","8:16:26"
265,4,61,"18:24:23","22:49:57"
265,5,100,"16:21:1","12:35:43"
266,1,75,"11:8:21","18:50:44"
266,2,86,"11:40:13","22:57:34"
266,3,97,"15:36:6","20:23:23"
266,4,50,"16:15:29","8:34:22"
266,5,33,"21:55:59","11:6:9"
267,1,33,"20:34:58","9:30:20"
267,2,91,"5:58:39","17:35:0"
267,3,31,"11:42:7","5:55:41"
267,4,18,"13:21:18","9:13:23"
267,5,32,"7:34:52","12:51:43"
268,1,4,"6:41:9","17:24:51"
268,2,60,"8:47:16","11:55:10"
268,3,73,"9:42:58","9:28:46"
268,4,84,"23:3:38","20:39:3"
268,5,62,"19:4:50","12:37:24"
269,1,32,"16:59:26","16:26:34"
269,2,41,"19:16:27","9:52:23"
269,3,52,"17:42:5","13:3:21"
269,4,93,"14:8:25","20:43:19"
269,5,60,"22:15:55","16:39:47"
270,1,4,"6:8:40","6:55:27"
270,2,4,"20:34:53","9:11:20"
270,3,69,"22:42:15","5:31:19"
270,4,15,"20:36:34","19:50:22"
270,5,9,"23:40:27","6:41:55"
271,1,33,"7:29:59","8:6:11"
271,2,48,"21:1:42","14:56:59"
271,3,66,"17:30:46","5:58:44"
271,4,7,"21:43:47","11:1:6"
271,5,70,"5:6:57","10:31:54"
272,1,69,"22:35:30","7:30:2"
272,2,70,"18:11:39","21:55:37"
272,3,32,"21:59:30","20:37:49"
272,4,40,"6:4:47","8:14:37"
272,5,4,"8:16:28","22:58:27"
273,1,95,"20:58:29","18:32:20"
273,2,55,"6:48:17","9:27:35"
273,3,72,"7:11:41","9:29:7"
273,4,44,"23:35:27","12:7:42"
273,5,70,"6:10:31","16:11:53"
274,1,84,"10:41:50","12:42:49"
274,2,58,"21:41:17","16:5:2"
274,3,17,"13:21:10","20:11:26"
274,4,61,"22:46:11","13:24:26"
274,5,26,"10:0:14","7:9:52"
275,1,34,"13:6:46","16:19:23"
275,2,67,"17:5:47","8:22:37"
275,3,56,"17:19:35","5:48:22"
275,4,40,"5:58:31","16:53:52"
275,5,44,"19:1:27","9:33:50"
276,1,55,"6:4:23","16:18:22"
276,2,7,"16:49:53","19:18:57"
276,3,95,"19:18:20","20:59:10"
276,4,57,"22:1:12","17:40:12"
276,5,73,"12:14:17","9:31:50"
277,1,20,"6:52:41","17:1:12"
277,2,81,"18:19:42","15:27:47"
277,3,25,"12:28:41","9:18:0"
277,4,51,"11:54:6","7:52:4"
277,5,9,"9:30:6","14:16:1"
278,1,21,"15:21:36","16:55:38"
278,2,76,"21:33:10","22:40:31"
278,3,86,"21:30:20","7:35:19"
278,4,45,"5:51:49","16:45:29"
278,5,23,"14:1:44","12:38:38"
279,1,62,"18:6:15","9:35:29"
279,2,56,"13:25:20","5:25:4"
279,3,28,"18:6:50","21:34:42"
279,4,48,"22:29:37","19:54:32"
279,5,36,"7:28:20","7:33:47"
